HGNC ID	Approved Symbol	Approved Name	Entrez Gene ID	Entrez Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:50867	PDE4DIPP1	phosphodiesterase 4D interacting protein pseudogene 1	728920	728920	ENSG00000229828
HGNC:8784	PDE5A	phosphodiesterase 5A	8654	8654	ENSG00000138735
HGNC:8785	PDE6A	phosphodiesterase 6A	5145	5145	ENSG00000132915
HGNC:8786	PDE6B	phosphodiesterase 6B	5158	5158	ENSG00000133256
HGNC:8787	PDE6C	phosphodiesterase 6C	5146	5146	ENSG00000095464
HGNC:8788	PDE6D	phosphodiesterase 6D	5147	5147	ENSG00000156973
HGNC:8789	PDE6G	phosphodiesterase 6G	5148	5148	ENSG00000185527
HGNC:8790	PDE6H	phosphodiesterase 6H	5149	5149	ENSG00000139053
HGNC:8791	PDE7A	phosphodiesterase 7A	5150	5150	ENSG00000205268
HGNC:8792	PDE7B	phosphodiesterase 7B	27115	27115	ENSG00000171408
HGNC:8793	PDE8A	phosphodiesterase 8A	5151	5151	ENSG00000073417
HGNC:8794	PDE8B	phosphodiesterase 8B	8622	8622	ENSG00000113231
HGNC:8795	PDE9A	phosphodiesterase 9A	5152	5152	ENSG00000160191
HGNC:8772	PDE10A	phosphodiesterase 10A	10846	10846	ENSG00000112541
HGNC:8773	PDE11A	phosphodiesterase 11A	50940	50940	ENSG00000128655
HGNC:25386	PDE12	phosphodiesterase 12	201626	201626	ENSG00000174840
HGNC:8796	PDEA~withdrawn	symbol withdrawn, see PDE6A			
HGNC:8797	PDEB~withdrawn	symbol withdrawn, see PDE6B			
HGNC:8798	PDEG~withdrawn	symbol withdrawn, see PDE6G			
HGNC:30012	PDF	peptide deformylase, mitochondrial	64146	64146	ENSG00000258429
HGNC:8799	PDGFA	platelet derived growth factor subunit A	5154	5154	ENSG00000197461
HGNC:8800	PDGFB	platelet derived growth factor subunit B	5155	5155	ENSG00000100311
HGNC:8801	PDGFC	platelet derived growth factor C	56034	56034	ENSG00000145431
HGNC:30620	PDGFD	platelet derived growth factor D	80310	80310	ENSG00000170962
HGNC:8802	PDGFR~withdrawn	symbol withdrawn, see PDGFRB			
HGNC:8803	PDGFRA	platelet derived growth factor receptor alpha	5156	5156	ENSG00000134853
HGNC:8804	PDGFRB	platelet derived growth factor receptor beta	5159	5159	ENSG00000113721
HGNC:8805	PDGFRL	platelet derived growth factor receptor like	5157	5157	ENSG00000104213
HGNC:8806	PDHA1	pyruvate dehydrogenase E1 alpha 1 subunit	5160	5160	ENSG00000131828
HGNC:44636	PDHA1P1	pyruvate dehydrogenase alpha 1 pseudogene 1	100132534	100132534	ENSG00000270772
HGNC:8807	PDHA2	pyruvate dehydrogenase E1 alpha 2 subunit	5161	5161	ENSG00000163114
HGNC:8808	PDHB	pyruvate dehydrogenase E1 beta subunit	5162	5162	ENSG00000168291
HGNC:21350	PDHX	pyruvate dehydrogenase complex component X	8050	8050	ENSG00000110435
HGNC:14180	PDIA2	protein disulfide isomerase family A member 2	64714	64714	ENSG00000185615
HGNC:4606	PDIA3	protein disulfide isomerase family A member 3	2923	2923	ENSG00000167004
HGNC:4607	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1	171423	171423	ENSG00000180867
HGNC:49403	PDIA3P2	protein disulfide isomerase family A member 3 pseudogene 2		106481687	ENSG00000224677
HGNC:30167	PDIA4	protein disulfide isomerase family A member 4	9601	9601	ENSG00000155660
HGNC:24811	PDIA5	protein disulfide isomerase family A member 5	10954	10954	ENSG00000065485
HGNC:30168	PDIA6	protein disulfide isomerase family A member 6	10130	10130	ENSG00000143870
HGNC:18981	PDIK1L	PDLIM1 interacting kinase 1 like	149420	149420	ENSG00000175087
HGNC:27338	PDILT	protein disulfide isomerase like, testis expressed	204474	204474	ENSG00000169340
HGNC:8809	PDK1	pyruvate dehydrogenase kinase 1	5163	5163	ENSG00000152256
HGNC:49808	PDK1P1	pyruvate dehydrogenase kinase 1 pseudogene 1	100421194	100421194	
HGNC:8810	PDK2	pyruvate dehydrogenase kinase 2	5164	5164	ENSG00000005882
HGNC:8811	PDK3	pyruvate dehydrogenase kinase 3	5165	5165	ENSG00000067992
HGNC:8812	PDK4	pyruvate dehydrogenase kinase 4	5166	5166	ENSG00000004799
HGNC:2067	PDLIM1	PDZ and LIM domain 1	9124	9124	ENSG00000107438
HGNC:20026	PDLIM1P1	PDZ and LIM domain 1 pseudogene 1	326616	326616	ENSG00000270788
HGNC:48945	PDLIM1P2	PDZ and LIM domain 1 pseudogene 2	100419426	100419426	ENSG00000265881
HGNC:48946	PDLIM1P3	PDZ and LIM domain 1 pseudogene 3	100419427	100419427	ENSG00000264172
HGNC:48947	PDLIM1P4	PDZ and LIM domain 1 pseudogene 4	100419185	100419185	ENSG00000249274
HGNC:13992	PDLIM2	PDZ and LIM domain 2	64236	64236	ENSG00000120913
HGNC:20767	PDLIM3	PDZ and LIM domain 3	27295	27295	ENSG00000154553
HGNC:16501	PDLIM4	PDZ and LIM domain 4	8572	8572	ENSG00000131435
HGNC:17468	PDLIM5	PDZ and LIM domain 5	10611	10611	ENSG00000163110
HGNC:22958	PDLIM7	PDZ and LIM domain 7	9260	9260	ENSG00000196923
HGNC:8813	PDNP1~withdrawn	symbol withdrawn, see ENPP1			
HGNC:8814	PDNP2~withdrawn	symbol withdrawn, see ENPP2			
HGNC:8815	PDNP3~withdrawn	symbol withdrawn, see ENPP3			
HGNC:9279	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	54704	54704	ENSG00000164951
HGNC:30263	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	57546	57546	ENSG00000172840
HGNC:8816	PDPK1	3-phosphoinositide dependent protein kinase 1	5170	5170	ENSG00000140992
HGNC:49897	PDPK2P	3-phosphoinositide dependent protein kinase 2, pseudogene	653650	653650	ENSG00000205918
HGNC:29602	PDPN	podoplanin	10630	10630	ENSG00000162493
HGNC:30264	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	55066	55066	ENSG00000090857
HGNC:8817	PDR	pigment disorder, reticulate	5171	5171	
HGNC:16119	PDRG1	p53 and DNA damage regulated 1	81572	81572	ENSG00000088356
HGNC:29088	PDS5A	PDS5 cohesin associated factor A	23244	23244	ENSG00000121892
HGNC:20418	PDS5B	PDS5 cohesin associated factor B	23047	23047	ENSG00000083642
HGNC:17759	PDSS1	decaprenyl diphosphate synthase subunit 1	23590	23590	ENSG00000148459
HGNC:49740	PDSS1P1	decaprenyl diphosphate synthase subunit 1 pseudogene 1	100129248	100129248	ENSG00000182347
HGNC:49741	PDSS1P2	decaprenyl diphosphate synthase subunit 1 pseudogene 2	100996500	100996500	ENSG00000224637
HGNC:23041	PDSS2	decaprenyl diphosphate synthase subunit 2	57107	57107	ENSG00000164494
HGNC:6107	PDX1	pancreatic and duodenal homeobox 1	3651	3651	ENSG00000139515
HGNC:28995	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	23042	23042	ENSG00000179889
HGNC:27559	PDXDC2P	pyridoxal dependent decarboxylase domain containing 2, pseudogene	109731405	109731405	ENSG00000255185
HGNC:8819	PDXK	pyridoxal kinase	8566	8566	ENSG00000160209
HGNC:30259	PDXP	pyridoxal phosphatase	57026	57026	ENSG00000241360
HGNC:8820	PDYN	prodynorphin	5173	5173	ENSG00000101327
HGNC:53462	PDYN-AS1	PDYN antisense RNA 1	727993	727993	ENSG00000233896
HGNC:18486	PDZD2	PDZ domain containing 2	23037	23037	ENSG00000133401
HGNC:19891	PDZD3	PDZ domain containing 3	79849	79849	ENSG00000172367
HGNC:21167	PDZD4	PDZ domain containing 4	57595	57595	ENSG00000067840
HGNC:23454	PDZD5C~withdrawn	symbol withdrawn, see FRMPD2			
HGNC:26257	PDZD7	PDZ domain containing 7	79955	79955	ENSG00000186862
HGNC:26974	PDZD8	PDZ domain containing 8	118987	118987	ENSG00000165650
HGNC:28740	PDZD9	PDZ domain containing 9	255762	255762	ENSG00000155714
HGNC:28034	PDZD11	PDZ domain containing 11	51248	51248	ENSG00000120509
HGNC:8821	PDZK1	PDZ domain containing 1	5174	5174	ENSG00000174827
HGNC:16887	PDZK1IP1	PDZK1 interacting protein 1	10158	10158	ENSG00000162366
HGNC:31974	PDZK1P1	PDZ domain containing 1 pseudogene 1	100034743	100034743	ENSG00000215859
HGNC:31975	PDZK1P2~withdrawn	symbol withdrawn, see PDZK1P1			
HGNC:51488	PDZPH1P	PDZ and pleckstrin homology domains 1, pseudogene		105379197	ENSG00000226926
HGNC:17704	PDZRN3	PDZ domain containing ring finger 3	23024	23024	ENSG00000121440
HGNC:40814	PDZRN3-AS1	PDZRN3 antisense RNA 1	101927249	101927249	ENSG00000239677
HGNC:30552	PDZRN4	PDZ domain containing ring finger 4	29951	29951	ENSG00000165966
HGNC:8822	PEA15	proliferation and apoptosis adaptor protein 15	8682	8682	ENSG00000162734
HGNC:29431	PEAK1	pseudopodium enriched atypical kinase 1	79834	79834	ENSG00000173517
HGNC:24793	PEAK3	PEAK family member 3	374872	374872	ENSG00000188305
HGNC:33631	PEAR1	platelet endothelial aggregation receptor 1	375033	375033	ENSG00000187800
HGNC:8630	PEBP1	phosphatidylethanolamine binding protein 1	5037	5037	ENSG00000089220
HGNC:20054	PEBP1P1	phosphatidylethanolamine binding protein 1 pseudogene 1	326614	326614	ENSG00000259059
HGNC:44344	PEBP1P2	phosphatidylethanolamine binding protein 1 pseudogene 2	647307	647307	ENSG00000270532
HGNC:44345	PEBP1P3	phosphatidylethanolamine binding protein 1 pseudogene 3	100129570	100129570	ENSG00000236278
HGNC:28319	PEBP4	phosphatidylethanolamine binding protein 4	157310	157310	ENSG00000134020
HGNC:8823	PECAM1	platelet and endothelial cell adhesion molecule 1	5175	5175	ENSG00000261371
HGNC:18281	PECR	peroxisomal trans-2-enoyl-CoA reductase	55825	55825	ENSG00000115425
HGNC:14227	PEDF~withdrawn	symbol withdrawn, see SERPINF1			
HGNC:8825	PEE1	preeclampsia/eclampsia 1	5177	5177	
HGNC:30009	PEF1	penta-EF-hand domain containing 1	553115	553115	ENSG00000162517
HGNC:8826	PEG3	paternally expressed 3	5178	5178	ENSG00000198300
HGNC:35127	PEG3-AS1	PEG3 antisense RNA 1	100169890	100169890	
HGNC:14005	PEG10	paternally expressed 10	23089	23089	ENSG00000242265
HGNC:19969	PEG13	paternally expressed 13	359809	359809	ENSG00000282164
HGNC:8827	PELI1	pellino E3 ubiquitin protein ligase 1	57162	57162	ENSG00000197329
HGNC:8828	PELI2	pellino E3 ubiquitin protein ligase family member 2	57161	57161	ENSG00000139946
HGNC:30010	PELI3	pellino E3 ubiquitin protein ligase family member 3	246330	246330	ENSG00000174516
HGNC:8829	PELO	pelota mRNA surveillance and ribosome rescue factor	53918	53918	ENSG00000152684
HGNC:30134	PELP1	proline, glutamate and leucine rich protein 1	27043	27043	ENSG00000141456
HGNC:8830	PEMT	phosphatidylethanolamine N-methyltransferase	10400	10400	ENSG00000133027
HGNC:8831	PENK	proenkephalin	5179	5179	ENSG00000181195
HGNC:8832	PENT~withdrawn	symbol withdrawn, see PNMT			
HGNC:8833	PEO~withdrawn	symbol withdrawn, see TWNK			
HGNC:8834	PEO1~withdrawn	symbol withdrawn, see TWNK			
HGNC:8835	PEO2~withdrawn	symbol withdrawn, see SLC25A4			
HGNC:8836	PEO3~withdrawn	symbol withdrawn, see SLC25A4			
HGNC:8837	PEPA~withdrawn	symbol withdrawn, see CNDP2			
HGNC:8838	PEPB	peptidase B	5182	5182	
HGNC:8839	PEPC	peptidase C	5183	5183	
HGNC:8840	PEPD	peptidase D	5184	5184	ENSG00000124299
HGNC:8841	PEPE	peptidase E	5185	5185	
HGNC:8842	PEPN~withdrawn	symbol withdrawn, see ANPEP			
HGNC:8843	PEPS~withdrawn	symbol withdrawn, see LAP3			
HGNC:8844	PER~withdrawn	symbol withdrawn, see PER1			
HGNC:8845	PER1	period circadian regulator 1	5187	5187	ENSG00000179094
HGNC:8846	PER2	period circadian regulator 2	8864	8864	ENSG00000132326
HGNC:8847	PER3	period circadian regulator 3	8863	8863	ENSG00000049246
HGNC:28208	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	84808	84808	ENSG00000187642
HGNC:17637	PERP	PERP, TP53 apoptosis effector	64065	64065	ENSG00000112378
HGNC:13642	PERQ2~withdrawn	symbol withdrawn, see GIGYF2			
HGNC:13643	PERQ3~withdrawn	symbol withdrawn, see GIGYF2			
HGNC:8848	PES1	pescadillo ribosomal biogenesis factor 1	23481	23481	ENSG00000100029
HGNC:44058	PES1P1	pescadillo ribosomal biogenesis factor 1 pseudogene 1	345016	345016	ENSG00000248191
HGNC:44059	PES1P2	pescadillo ribosomal biogenesis factor 1 pseudogene 2	347193	347193	ENSG00000229268
HGNC:40038	PET100	PET100 homolog	100131801	100131801	ENSG00000229833
HGNC:40045	PET117	PET117 homolog	100303755	100303755	ENSG00000232838
HGNC:8850	PEX1	peroxisomal biogenesis factor 1	5189	5189	ENSG00000127980
HGNC:9717	PEX2	peroxisomal biogenesis factor 2	5828	5828	ENSG00000164751
HGNC:8858	PEX3	peroxisomal biogenesis factor 3	8504	8504	ENSG00000034693
HGNC:9719	PEX5	peroxisomal biogenesis factor 5	5830	5830	ENSG00000139197
HGNC:30024	PEX5L	peroxisomal biogenesis factor 5 like	51555	51555	ENSG00000114757
HGNC:41251	PEX5L-AS1	PEX5L antisense RNA 1		100874040	ENSG00000243799
HGNC:41252	PEX5L-AS2	PEX5L antisense RNA 2	101928790	101928790	ENSG00000244302
HGNC:8859	PEX6	peroxisomal biogenesis factor 6	5190	5190	ENSG00000124587
HGNC:8860	PEX7	peroxisomal biogenesis factor 7	5191	5191	ENSG00000112357
HGNC:8851	PEX10	peroxisomal biogenesis factor 10	5192	5192	ENSG00000157911
HGNC:8852	PEX11A	peroxisomal biogenesis factor 11 alpha	8800	8800	ENSG00000166821
HGNC:8853	PEX11B	peroxisomal biogenesis factor 11 beta	8799	8799	ENSG00000131779
HGNC:20208	PEX11G	peroxisomal biogenesis factor 11 gamma	92960	92960	ENSG00000104883
HGNC:8854	PEX12	peroxisomal biogenesis factor 12	5193	5193	ENSG00000108733
HGNC:39678	PEX12P1	peroxisomal biogenesis factor 12 pseudogene 1	121727	121727	ENSG00000215418
HGNC:8855	PEX13	peroxisomal biogenesis factor 13	5194	5194	ENSG00000162928
HGNC:8856	PEX14	peroxisomal biogenesis factor 14	5195	5195	ENSG00000142655
HGNC:8857	PEX16	peroxisomal biogenesis factor 16	9409	9409	ENSG00000121680
HGNC:9713	PEX19	peroxisomal biogenesis factor 19	5824	5824	ENSG00000162735
HGNC:22965	PEX26	peroxisomal biogenesis factor 26	55670	55670	ENSG00000215193
HGNC:8861	PF4	platelet factor 4	5196	5196	ENSG00000163737
HGNC:8862	PF4V1	platelet factor 4 variant 1	5197	5197	ENSG00000109272
HGNC:8863	PFAS	phosphoribosylformylglycinamidine synthase	5198	5198	ENSG00000178921
HGNC:8865	PFD~withdrawn	symbol withdrawn, see CFD			
HGNC:8866	PFDN1	prefoldin subunit 1	5201	5201	ENSG00000113068
HGNC:8867	PFDN2	prefoldin subunit 2	5202	5202	ENSG00000143256
HGNC:8868	PFDN4	prefoldin subunit 4	5203	5203	ENSG00000101132
HGNC:8869	PFDN5	prefoldin subunit 5	5204	5204	ENSG00000123349
HGNC:4926	PFDN6	prefoldin subunit 6	10471	10471	ENSG00000204220
HGNC:8870	PFIC1~withdrawn	symbol withdrawn, see ATP8B1			
HGNC:8871	PFIC2~withdrawn	symbol withdrawn, see ABCB11			
HGNC:8872	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	5207	5207	ENSG00000158571
HGNC:8873	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	5208	5208	ENSG00000123836
HGNC:8874	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	5209	5209	ENSG00000170525
HGNC:8875	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	5210	5210	ENSG00000114268
HGNC:8876	PFKL	phosphofructokinase, liver type	5211	5211	ENSG00000141959
HGNC:8877	PFKM	phosphofructokinase, muscle	5213	5213	ENSG00000152556
HGNC:8878	PFKP	phosphofructokinase, platelet	5214	5214	ENSG00000067057
HGNC:8879	PFKX~withdrawn	symbol withdrawn, see PFKM			
HGNC:8880	PFM1~withdrawn	symbol withdrawn, see MSX2			
HGNC:13409	PFM2~withdrawn	symbol withdrawn, see ALX4			
HGNC:20094	PFM3	parietal foramina 3		619475	
HGNC:8881	PFN1	profilin 1	5216	5216	ENSG00000108518
HGNC:42989	PFN1P1	profilin 1 pseudogene 1	730138	730138	ENSG00000233328
HGNC:24298	PFN1P2	profilin 1 pseudogene 2	767846	767846	ENSG00000270392
HGNC:42987	PFN1P3	profilin 1 pseudogene 3	200025	200025	ENSG00000234367
HGNC:42992	PFN1P4	profilin 1 pseudogene 4	767851	767851	ENSG00000225080
HGNC:42990	PFN1P5~withdrawn	symbol withdrawn, see PFN1P4			
HGNC:42988	PFN1P6	profilin 1 pseudogene 6	645126	645126	ENSG00000227212
HGNC:42993	PFN1P7~withdrawn	symbol withdrawn, see PFN1P6			
HGNC:42986	PFN1P8	profilin 1 pseudogene 8		100873744	ENSG00000244371
HGNC:42991	PFN1P9	profilin 1 pseudogene 9	767850	767850	ENSG00000227205
HGNC:42985	PFN1P10	profilin 1 pseudogene 10	767853	767853	ENSG00000176378
HGNC:42994	PFN1P11	profilin 1 pseudogene 11		100873784	ENSG00000213061
HGNC:42995	PFN1P12	profilin 1 pseudogene 12	647569	647569	ENSG00000226028
HGNC:8882	PFN2	profilin 2	5217	5217	ENSG00000070087
HGNC:18627	PFN3	profilin 3	345456	345456	ENSG00000196570
HGNC:31103	PFN4	profilin family member 4	375189	375189	ENSG00000176732
HGNC:53808	PFN5P	profilin 5, pseudogene		112422909	ENSG00000283349
HGNC:8884	PGA@~withdrawn	entry withdrawn			
HGNC:8885	PGA3	pepsinogen 3, group I (pepsinogen A)	643834	643834	ENSG00000229859
HGNC:8886	PGA4	pepsinogen 4, group I (pepsinogen A)	643847	643847	ENSG00000229183
HGNC:8887	PGA5	pepsinogen 5, group I (pepsinogen A)	5222	5222	ENSG00000256713
HGNC:8888	PGAM1	phosphoglycerate mutase 1	5223	5223	ENSG00000171314
HGNC:42448	PGAM1P1	phosphoglycerate mutase 1 pseudogene 1	100130514	100130514	ENSG00000248271
HGNC:42449	PGAM1P2	phosphoglycerate mutase 1 pseudogene 2	392310	392310	ENSG00000225639
HGNC:42450	PGAM1P3	phosphoglycerate mutase 1 pseudogene 3		100873887	ENSG00000230274
HGNC:42451	PGAM1P4	phosphoglycerate mutase 1 pseudogene 4	391508	391508	ENSG00000214041
HGNC:42452	PGAM1P5	phosphoglycerate mutase 1 pseudogene 5	100132594	100132594	ENSG00000257150
HGNC:42453	PGAM1P6	phosphoglycerate mutase 1 pseudogene 6	100420567	100420567	ENSG00000224464
HGNC:42454	PGAM1P7	phosphoglycerate mutase 1 pseudogene 7	100420650	100420650	ENSG00000213997
HGNC:42455	PGAM1P8	phosphoglycerate mutase 1 pseudogene 8	440043	440043	ENSG00000255200
HGNC:42456	PGAM1P9	phosphoglycerate mutase 1 pseudogene 9	100420681	100420681	ENSG00000249255
HGNC:42457	PGAM1P10	phosphoglycerate mutase 1 pseudogene 10	100420633	100420633	ENSG00000220515
HGNC:42464	PGAM1P11	phosphoglycerate mutase 1 pseudogene 11	100420660	100420660	ENSG00000233623
HGNC:42459	PGAM1P12	phosphoglycerate mutase 1 pseudogene 12	390643	390643	ENSG00000250825
HGNC:42461	PGAM1P13	phosphoglycerate mutase 1 pseudogene 13	100129815	100129815	ENSG00000248838
HGNC:8889	PGAM2	phosphoglycerate mutase 2	5224	5224	ENSG00000164708
HGNC:16557	PGAM3P	phosphoglycerate mutase 3, pseudogene	170535	170535	ENSG00000237256
HGNC:21731	PGAM4	phosphoglycerate mutase family member 4	441531	441531	ENSG00000226784
HGNC:42465	PGAM4P1	phosphoglycerate mutase family member 4 pseudogene 1	100421178	100421178	ENSG00000215197
HGNC:42466	PGAM4P2	phosphoglycerate mutase family member 4 pseudogene 2	100131611	100131611	ENSG00000248488
HGNC:28763	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	192111	192111	ENSG00000247077
HGNC:42467	PGAM5P1	PGAM family member 5, mitochondrial serine/threonine protein phosphatase pseudogene 1	100421133	100421133	ENSG00000253224
HGNC:25712	PGAP1	post-GPI attachment to proteins 1	80055	80055	ENSG00000197121
HGNC:17893	PGAP2	post-GPI attachment to proteins 2	27315	27315	ENSG00000148985
HGNC:23719	PGAP3	post-GPI attachment to proteins 3	93210	93210	ENSG00000161395
HGNC:19398	PGBD1	piggyBac transposable element derived 1	84547	84547	ENSG00000137338
HGNC:19399	PGBD2	piggyBac transposable element derived 2		267002	ENSG00000185220
HGNC:19400	PGBD3	piggyBac transposable element derived 3	267004	267004	
HGNC:19402	PGBD3P1	piggyBac transposable element derived 3 pseudogene 1	267005	267005	
HGNC:19397	PGBD3P2	piggyBac transposable element derived 3 pseudogene 2	267006	267006	
HGNC:19396	PGBD3P3	piggyBac transposable element derived 3 pseudogene 3	267007	267007	
HGNC:19379	PGBD3P4	piggyBac transposable element derived 3 pseudogene 4	267008	267008	
HGNC:19401	PGBD4	piggyBac transposable element derived 4	161779	161779	ENSG00000182405
HGNC:44066	PGBD4P1	piggyBac transposable element derived 4 pseudogene 1		107161154	ENSG00000244273
HGNC:44077	PGBD4P2	piggyBac transposable element derived 4 pseudogene 2	100421228	100421228	ENSG00000277708
HGNC:44068	PGBD4P3	piggyBac transposable element derived 4 pseudogene 3	100421136	100421136	ENSG00000249834
HGNC:44076	PGBD4P4	piggyBac transposable element derived 4 pseudogene 4	100421146	100421146	ENSG00000248877
HGNC:44070	PGBD4P5	piggyBac transposable element derived 4 pseudogene 5	100421123	100421123	ENSG00000225136
HGNC:44071	PGBD4P6	piggyBac transposable element derived 4 pseudogene 6	100421180	100421180	ENSG00000226064
HGNC:44074	PGBD4P7	piggyBac transposable element derived 4 pseudogene 7	100421182	100421182	
HGNC:44075	PGBD4P8	piggyBac transposable element derived 4 pseudogene 8	100421185	100421185	ENSG00000229332
HGNC:19405	PGBD5	piggyBac transposable element derived 5	79605	79605	ENSG00000177614
HGNC:8890	PGC	progastricsin	5225	5225	ENSG00000096088
HGNC:39503	PGCP1	progastricsin pseudogene 1	441897	441897	ENSG00000227179
HGNC:8891	PGD	phosphogluconate dehydrogenase	5226	5226	ENSG00000142657
HGNC:8892	PGDP1	phosphogluconate dehydrogenase pseudogene 1	342705	342705	ENSG00000265273
HGNC:39144	PGDP2	phosphogluconate dehydrogenase pseudogene 2	100129649	100129649	
HGNC:8893	PGF	placental growth factor	5228	5228	ENSG00000119630
HGNC:8894	PGFL~withdrawn	symbol withdrawn, see PGF			
HGNC:26210	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	80162	80162	ENSG00000142102
HGNC:8895	PGGT1B	protein geranylgeranyltransferase type I subunit beta	5229	5229	ENSG00000164219
HGNC:45024	PGGT1BP1	protein geranylgeranyltransferase type I subunit beta pseudogene 1	653895	653895	ENSG00000213667
HGNC:45112	PGGT1BP2	protein geranylgeranyltransferase type I subunit beta pseudogene 2	100132402	100132402	ENSG00000214584
HGNC:8896	PGK1	phosphoglycerate kinase 1	5230	5230	ENSG00000102144
HGNC:8897	PGK1P1	phosphoglycerate kinase 1 pseudogene 1	5231	5231	
HGNC:8899	PGK1P2	phosphoglycerate kinase 1, pseudogene 2	5233	5233	ENSG00000213290
HGNC:8898	PGK2	phosphoglycerate kinase 2	5232	5232	ENSG00000170950
HGNC:8900	PGL1~withdrawn	symbol withdrawn, see SDHD			
HGNC:8901	PGL2~withdrawn	symbol withdrawn, see SDHAF2			
HGNC:8902	PGL3~withdrawn	symbol withdrawn, see SDHC			
HGNC:8903	PGLS	6-phosphogluconolactonase	25796	25796	ENSG00000130313
HGNC:8904	PGLYRP1	peptidoglycan recognition protein 1	8993	8993	ENSG00000008438
HGNC:30013	PGLYRP2	peptidoglycan recognition protein 2	114770	114770	ENSG00000161031
HGNC:30014	PGLYRP3	peptidoglycan recognition protein 3	114771	114771	ENSG00000159527
